,age,education-num,hours-per-week,income,Count
2902,61-63,3,40-56,<=50K.,3
2903,61-63,3,40-56,>50K,1
2904,61,4,40-70,<=50K,17
2905,61,4,40-70,<=50K.,5
2906,61,4,40-70,>50K,3
2907,62-63,4,40-91,<=50K,19
2908,62-63,4,40-91,<=50K.,7
2909,62-63,4,40-91,>50K,4
2910,62-63,4,40-91,>50K.,4
2911,64,4,40-80,<=50K,6
2912,64,4,40-80,<=50K.,5
2913,64,4,40-80,>50K,1
2914,64,4,40-80,>50K.,1
2915,60,5,40,<=50K,4
2916,60,5,40,<=50K.,1
2917,63,5,40-50,<=50K,4
2918,63,5,40-50,<=50K.,1
2919,63,5,40-50,>50K,1
2920,63,5,40-50,>50K.,1
2921,64-65,5,40-50,<=50K,6
2922,64-65,5,40-50,<=50K.,3
2923,63,6-8,40-56,<=50K,14
2924,63,6-8,40-56,<=50K.,6
2925,63,6-8,40-56,>50K,1
2926,63,6-8,40-56,>50K.,1
2927,68,9,40-65,<=50K,11
2928,68,9,40-65,<=50K.,7
2929,68,9,40-65,>50K,4
2930,68,9,40-65,>50K.,1
2931,69-70,9,40-60,<=50K,16
2932,69-70,9,40-60,<=50K.,8
2933,69-70,9,40-60,>50K,6
2934,40,10-11,15-17,<=50K,1
2935,40,10-11,15-17,<=50K.,1
2936,40,10-11,15-17,>50K,2
2937,41,10-11,15-16,<=50K,3
2938,41,10-11,15-16,<=50K.,1
2939,41,10-11,15-16,>50K,1
2940,40,10-11,20,<=50K,4
2941,40,10-11,20,<=50K.,1
2942,41,10,20-21,<=50K,5
2943,41,10,20-21,<=50K.,1
2944,39,10,24,<=50K,1
2945,39,10,24,<=50K.,2
2946,40-41,10-11,24,<=50K,3
2947,40-41,10-11,24,<=50K.,1
2948,43,10-11,25-28,<=50K,2
2949,43,10-11,25-28,<=50K.,1
2950,44,10-11,25,<=50K,4
2951,44,10-11,25,<=50K.,1
2952,47,10,20-23,<=50K,3
2953,47,10,20-23,<=50K.,2
2954,48-49,10-11,20-22,<=50K,4
2955,48-49,10-11,20-22,<=50K.,2
2956,48-49,10-11,20-22,>50K,1
2957,47,10-11,25-26,<=50K,3
2958,47,10-11,25-26,<=50K.,1
2959,37,10-11,36-37,<=50K,2
2960,37,10-11,36-37,>50K,2
2961,38,10-11,38-39,<=50K,5
2962,38,10-11,38-39,<=50K.,3
2963,38,10-11,38-39,>50K,1
2964,39,10-11,38-39,<=50K,4
2965,39,10-11,38-39,<=50K.,1
2966,39,10-11,38-39,>50K.,1
2967,40-41,10-11,38-39,<=50K,7
2968,40-41,10-11,38-39,<=50K.,3
2969,40-41,10-11,38-39,>50K,2
2970,42,10,35,<=50K,1
2971,42,10,35,<=50K.,1
2972,42,10,35,>50K.,1
2973,42,11,35,<=50K,2
2974,42,11,35,>50K,1
2975,43,10-11,35,<=50K,3
2976,43,10-11,35,<=50K.,4
2977,44,10,35,<=50K,5
2978,44,10,35,<=50K.,4
2979,44,10,35,>50K.,2
2980,42,10-11,36-37,<=50K,2
2981,42,10-11,36-37,<=50K.,1
2982,42,10-11,36-37,>50K,1
2983,42,10,38,<=50K,6
2984,42,10,38,<=50K.,1
2985,43-44,10-11,36-37,<=50K,3
2986,43-44,10-11,36-37,<=50K.,3
2987,43-44,10-11,36-37,>50K.,1
2988,48,10-11,30-32,<=50K,4
2989,48,10-11,30-32,<=50K.,1
2990,48,10-11,30-32,>50K,1
2991,49,10-11,30-32,<=50K,7
2992,49,10-11,30-32,<=50K.,3
2993,45-46,10-11,36-37,<=50K,3
2994,45-46,10-11,36-37,>50K.,2
2995,38-42,13-14,10-12,<=50K,3
2996,38-42,13-14,10-12,<=50K.,2
2997,38-42,13-14,10-12,>50K,2
2998,38-42,13-14,10-12,>50K.,2
2999,43-45,13-15,1-7,<=50K,4
3000,43-45,13-15,1-7,>50K,1
3001,43-45,13-15,1-7,>50K.,1
3002,37,13,20,<=50K.,2
3003,37,13,20,>50K,1
3004,38,13-14,20-21,<=50K,2
3005,38,13-14,20-21,<=50K.,3
3006,38,13-14,20-21,>50K,1
3007,38,13-14,20-21,>50K.,3
3008,39,13-14,18-20,<=50K,1
3009,39,13-14,18-20,>50K,4
3010,40-41,13-16,20,<=50K,10
3011,40-41,13-16,20,<=50K.,5
3012,40-41,13-16,20,>50K,1
3013,42-44,13,20-21,<=50K,4
3014,42-44,13,20-21,<=50K.,1
3015,42-44,13,20-21,>50K,1
3016,42-44,13,20-21,>50K.,2
3017,45-49,13,18-23,<=50K,3
3018,45-49,13,18-23,<=50K.,3
3019,45-49,13,18-23,>50K,2
3020,45-49,13,18-23,>50K.,1
3021,38,13,24,<=50K,1
3022,38,13,24,<=50K.,1
3023,38,13,24,>50K.,1
3024,37-38,13-14,25-28,<=50K,2
3025,37-38,13-14,25-28,>50K,1
3026,39-41,13-14,24,<=50K,2
3027,39-41,13-14,24,>50K,2
3028,39-41,13-14,24,>50K.,1
3029,39-41,13-14,25-28,<=50K,1
3030,39-41,13-14,25-28,<=50K.,1
3031,39-41,13-14,25-28,>50K,2
3032,39-41,13-14,25-28,>50K.,1
3033,39,13-16,30-32,<=50K,6
3034,39,13-16,30-32,<=50K.,2
3035,39,13-16,30-32,>50K,3
3036,39,13-16,30-32,>50K.,5
3037,40-41,13-16,30-32,<=50K,6
3038,40-41,13-16,30-32,<=50K.,8
3039,40-41,13-16,30-32,>50K,5
3040,42-43,13,24-28,<=50K,2
3041,42-43,13,24-28,>50K,2
3042,42-43,13,24-28,>50K.,1
3043,42-44,13,30-32,<=50K,7
3044,42-44,13,30-32,<=50K.,1
3045,42-44,13,30-32,>50K.,1
3046,45-46,13-14,25,<=50K,3
3047,45-46,13-14,25,>50K,2
3048,45,13-16,30-32,<=50K,5
3049,45,13-16,30-32,<=50K.,2
3050,45,13-16,30-32,>50K,3
3051,37,13-15,36-37,<=50K,2
3052,37,13-15,36-37,>50K,3
3053,37,13-15,38-39,<=50K,3
3054,37,13-15,38-39,<=50K.,1
3055,37,13-15,38-39,>50K,3
3056,41,13,33-38,<=50K,5
3057,41,13,33-38,<=50K.,2
3058,41,13,33-38,>50K,5
3059,41,13,33-38,>50K.,1
3060,42,13,33-38,<=50K,5
3061,42,13,33-38,<=50K.,6
3062,42,13,33-38,>50K,2
3063,41-42,14-15,35,<=50K,6
3064,41-42,14-15,35,<=50K.,1
3065,41-42,14-15,35,>50K,5
3066,41-42,14-15,35,>50K.,1
3067,45,13,35,<=50K,2
3068,45,13,35,<=50K.,1
3069,45,13,35,>50K,3
3070,45,13,37-38,<=50K,3
3071,45,13,37-38,<=50K.,1
3072,45,13,37-38,>50K,2
3073,45,13,37-38,>50K.,1
3074,45,14-16,35,<=50K,2
3075,45,14-16,35,>50K,3
3076,45,14-16,35,>50K.,1
3077,45,14-15,36-38,<=50K,1
3078,45,14-15,36-38,<=50K.,3
3079,45,14-15,36-38,>50K,4
3080,45,14-15,36-38,>50K.,1
3081,48-49,13-16,35-38,<=50K,8
3082,48-49,13-16,35-38,<=50K.,1
3083,48-49,13-16,35-38,>50K,10
3084,48-49,13-16,35-38,>50K.,10
3085,57-61,10-11,2-6,<=50K,1
3086,57-61,10-11,2-6,<=50K.,2
3087,57-61,10-11,8-10,<=50K,1
3088,57-61,10-11,8-10,<=50K.,1
3089,57-61,10-11,8-10,>50K.,1
3090,52-53,10-11,12-16,<=50K,2
3091,52-53,10-11,12-16,<=50K.,1
3092,52-53,10-11,12-16,>50K,1
3093,54-57,10-11,12-18,<=50K,2
3094,54-57,10-11,12-18,<=50K.,1
3095,54-57,10-11,12-18,>50K,2
3096,60,10-11,15,<=50K,2
3097,60,10-11,15,>50K,1
3098,59-61,10,16-18,<=50K,1
3099,59-61,10,16-18,>50K,3
3100,50-51,10-11,20,<=50K,1
3101,50-51,10-11,20,<=50K.,1
3102,50-51,10-11,20,>50K,1
3103,50-51,10,21-24,<=50K,3
3104,52,10-11,20-24,<=50K,1
3105,52,10-11,20-24,>50K,2
3106,53-54,10-11,20-24,<=50K,4
3107,53-54,10-11,20-24,<=50K.,1
3108,50-51,10,25,<=50K.,2
3109,50-51,10,25,>50K.,1
3110,50-51,10,28-30,<=50K,3
3111,50-51,10,28-30,<=50K.,1
3112,50-51,10,28-30,>50K.,1
3113,52-54,10-11,25-28,<=50K,2
3114,52-54,10-11,25-28,<=50K.,1
3115,58,10,20,<=50K,2
3116,58,10,20,<=50K.,1
3117,58,10,20,>50K,1
3118,55,10-11,25-30,<=50K,2
3119,55,10-11,25-30,<=50K.,2
3120,56-57,10,25-30,<=50K,2
3121,56-57,10,25-30,<=50K.,1
3122,56-57,10,25-30,>50K,1
3123,58-61,10,25-28,<=50K,3
3124,58-61,10,25-28,<=50K.,3
3125,58-61,10,25-28,>50K.,1
3126,58-61,10-11,30,<=50K,6
3127,58-61,10-11,30,>50K,1
3128,50,10,35,<=50K,1
3129,50,10,35,<=50K.,1
3130,50,10,35,>50K,2
3131,51,10,35,<=50K,3
3132,51,10,35,<=50K.,2
3133,50-51,10-11,36,<=50K,4
3134,50-51,10-11,36,>50K,1
3135,50-51,10-11,38-39,<=50K,3
3136,50-51,10-11,38-39,<=50K.,3
3137,50-51,10-11,38-39,>50K,4
3138,50-51,10-11,38-39,>50K.,2
3139,59,10,32-34,<=50K,3
3140,60-61,10-11,32-34,<=50K.,1
3141,60-61,10-11,32-34,>50K,2
3142,57-58,10,35,<=50K,3
3143,57-58,10,35,>50K,1
3144,50-51,13,8,<=50K,3
3145,50-51,13,8,<=50K.,1
3146,59-61,13,4-8,<=50K,1
3147,59-61,13,4-8,>50K,2
3148,56-57,13-14,20,<=50K,3
3149,56-57,13-14,20,<=50K.,2
3150,56-57,13-14,20,>50K,1
3151,50,13,30-32,<=50K,2
3152,50,13,30-32,<=50K.,1
3153,52-53,13,30,<=50K,1
3154,52-53,13,30,>50K,3
3155,60-61,13,30-32,<=50K,4
3156,60-61,13,30-32,<=50K.,4
3157,60-61,13,30-32,>50K.,2
3158,56-57,13,35-39,<=50K,5
3159,56-57,13,35-39,<=50K.,3
3160,56-57,13,35-39,>50K.,1
3161,50,14-15,30,<=50K,2
3162,50,14-15,30,>50K,1
3163,51-52,14-16,30-32,<=50K.,2
3164,51-52,14-16,30-32,>50K,3
3165,51-52,14-16,30-32,>50K.,1
3166,63-64,10,12,<=50K,2
3167,63-64,10,12,<=50K.,2
3168,65-67,10,10-14,<=50K.,1
3169,65-67,10,10-14,>50K,2
3170,68,10,10-12,<=50K.,3
3171,68,10,10-12,>50K,1
3172,68,10,10-12,>50K.,1
3173,65-66,10-11,15-18,<=50K,3
3174,65-66,10-11,15-18,<=50K.,3
3175,69-70,10-11,4-8,<=50K,3
3176,69-70,10-11,4-8,>50K,1
3177,71-73,10,4-8,<=50K,1
3178,71-73,10,4-8,<=50K.,3
3179,71-73,10,4-8,>50K,1
3180,69-70,10,10-14,<=50K,2
3181,69-70,10,10-14,>50K,1
3182,71-73,10,10-14,<=50K,4
3183,71-73,10,10-14,<=50K.,1
3184,69,10,15-16,<=50K,2
3185,69,10,15-16,>50K.,1
3186,74,10,3-9,<=50K,3
3187,75-76,10,8,<=50K,4
3188,74-76,10,10-12,<=50K,1
3189,74-76,10,10-12,<=50K.,2
3190,74-75,10,13-18,<=50K,4
3191,77-78,10,1-3,<=50K,1
3192,77-78,10,1-3,<=50K.,1
3193,77-78,10,1-3,>50K,1
3194,77-78,10,5-8,<=50K,2
3195,77-78,10,5-8,<=50K.,2
3196,81-84,10-11,1-8,<=50K,4
3197,81-84,10-11,1-8,<=50K.,1
3198,62,10-11,30-33,<=50K,2
3199,62,10-11,30-33,<=50K.,2
3200,62,10,35-39,>50K,3
3201,63,10,35-38,<=50K,2
3202,63,10,35-38,<=50K.,4
3203,63,10,35-38,>50K,1
3204,63,10,35-38,>50K.,1
3205,64,10,35,<=50K,3
3206,64,10,35,<=50K.,4
3207,65-67,10-11,35-38,<=50K,6
3208,65-67,10-11,35-38,<=50K.,3
3209,65-67,10-11,35-38,>50K,1
3210,69,10-11,20-24,<=50K,3
3211,69,10-11,20-24,<=50K.,1
3212,70-71,10-11,20-24,<=50K,2
3213,70-71,10-11,20-24,<=50K.,3
3214,70-71,10-11,20-24,>50K,2
3215,70-71,10-11,20-24,>50K.,1
3216,68-69,10-11,25-29,<=50K,3
3217,68-69,10-11,25-29,<=50K.,1
3218,70-71,10-11,25-28,<=50K,2
3219,70-71,10-11,25-28,<=50K.,2
3220,72-74,10,35-38,<=50K,3
3221,72-74,10,35-38,<=50K.,2
3222,72-74,10,35-38,>50K,2
3223,75-76,10-11,20,<=50K,2
3224,75-76,10-11,20,<=50K.,2
3225,75-76,10-11,20,>50K,1
3226,62-64,13-14,1-3,<=50K,2
3227,62-64,13-14,1-3,<=50K.,1
3228,62-64,13-14,1-3,>50K,1
3229,62-64,13-14,1-3,>50K.,1
3230,63-64,13-15,8-9,<=50K,2
3231,63-64,13-15,8-9,<=50K.,1
3232,63-64,13-15,8-9,>50K,2
3233,65-67,13-15,8,<=50K,1
3234,65-67,13-15,8,<=50K.,2
3235,65-67,13-15,8,>50K,2
3236,65,13-14,20-28,<=50K,3
3237,65,13-14,20-28,<=50K.,1
3238,65,13-14,20-28,>50K,1
3239,65,13-14,20-28,>50K.,1
3240,62,13-15,30-33,<=50K,2
3241,62,13-15,30-33,<=50K.,1
3242,62,13-15,30-33,>50K,4
3243,62,13-15,35-38,<=50K,5
3244,62,13-15,35-38,<=50K.,4
3245,62,13-15,35-38,>50K,1
3246,68,13-14,20-25,<=50K,3
3247,68,13-14,20-25,<=50K.,2
3248,67,13-14,30,<=50K,1
3249,67,13-14,30,<=50K.,2
3250,67,13-14,30,>50K,1
3251,67,12-16,35,<=50K,3
3252,67,12-16,35,>50K,1
3253,71-72,13,20-28,<=50K.,2
3254,71-72,13,20-28,>50K.,1
3255,71-73,13,30-38,<=50K,4
3256,71-73,13,30-38,<=50K.,1
3257,71-73,13,30-38,>50K,1
3258,71-73,13,30-38,>50K.,3
3259,71-73,14-15,20,<=50K,2
3260,71-73,14-15,20,<=50K.,2
3261,74-81,14-16,20-24,<=50K,2
3262,74-81,14-16,20-24,<=50K.,1
3263,74-81,14-16,20-24,>50K,3
3264,74-81,14-16,20-24,>50K.,1
3265,72-77,14,25-30,<=50K.,3
3266,72-77,14,25-30,>50K,1
3267,44,13-16,50-54,<=50K,5
3268,44,13-16,50-54,<=50K.,9
3269,44,13-16,50-54,>50K,28
3270,44,13-16,50-54,>50K.,15
3271,37,13-15,55,<=50K,1
3272,37,13-15,55,<=50K.,1
3273,37,13-15,55,>50K,7
3274,37,13-15,55,>50K.,9
3275,38,13-16,55-57,<=50K,5
3276,38,13-16,55-57,<=50K.,2
3277,38,13-16,55-57,>50K,8
3278,38,13-16,55-57,>50K.,4
3279,39-40,13,55,<=50K,3
3280,39-40,13,55,<=50K.,3
3281,39-40,13,55,>50K,5
3282,39-40,13,55,>50K.,6
3283,41-42,13,55-58,<=50K,5
3284,41-42,13,55-58,<=50K.,1
3285,41-42,13,55-58,>50K,8
3286,41-42,13,55-58,>50K.,3
3287,41-42,14-16,55-58,<=50K,5
3288,41-42,14-16,55-58,>50K,7
3289,41-42,14-16,55-58,>50K.,7
3290,37,13,60-99,<=50K,4
3291,37,13,60-99,<=50K.,3
3292,37,13,60-99,>50K,11
3293,37,13,60-99,>50K.,2
3294,37,14-16,60-99,<=50K,4
3295,37,14-16,60-99,<=50K.,2
3296,37,14-16,60-99,>50K,14
3297,37,14-16,60-99,>50K.,5
3298,38,13-16,60-99,<=50K,14
3299,38,13-16,60-99,<=50K.,4
3300,38,13-16,60-99,>50K,31
3301,38,13-16,60-99,>50K.,8
3302,39-40,13-16,60-99,<=50K,24
3303,39-40,13-16,60-99,<=50K.,12
3304,39-40,13-16,60-99,>50K,43
3305,39-40,13-16,60-99,>50K.,22
3306,42,13-16,60-99,<=50K,15
3307,42,13-16,60-99,<=50K.,8
3308,42,13-16,60-99,>50K,28
3309,42,13-16,60-99,>50K.,12
3310,43,13-16,60-99,<=50K,8
3311,43,13-16,60-99,<=50K.,7
3312,43,13-16,60-99,>50K,19
3313,43,13-16,60-99,>50K.,10
3314,44-45,13-16,60-99,<=50K,21
3315,44-45,13-16,60-99,<=50K.,11
3316,44-45,13-16,60-99,>50K,39
3317,44-45,13-16,60-99,>50K.,14
3318,46,10-11,42,<=50K,3
3319,47,10,42-43,<=50K.,2
3320,47,10,42-43,>50K.,2
3321,46-47,10,44,<=50K,2
3322,46-47,10,44,<=50K.,1
3323,46-47,10,44,>50K,1
3324,46-47,11-12,44,<=50K,2
3325,46-47,11-12,44,>50K,2
3326,48,10,42-44,<=50K,3
3327,48,10,42-44,>50K,1
3328,48,11-12,42-44,<=50K,3
3329,48,11-12,42-44,<=50K.,1
3330,48,11-12,42-44,>50K,1
3331,49-51,10-11,42-43,<=50K,3
3332,49-51,10-11,42-43,<=50K.,2
3333,49-51,10-11,42-43,>50K.,2
3334,49-51,10-11,44,<=50K,3
3335,49-51,10-11,44,<=50K.,1
3336,49-51,10-11,44,>50K,3
3337,49-51,10-11,44,>50K.,2
3338,50,10-12,45-48,<=50K,8
3339,50,10-12,45-48,<=50K.,1
3340,50,10-12,45-48,>50K,7
3341,50,10-12,45-48,>50K.,4
3342,51,10-12,45-48,<=50K,5
3343,51,10-12,45-48,<=50K.,6
3344,51,10-12,45-48,>50K,10
3345,51,10-12,45-48,>50K.,2
3346,46,13-14,42,>50K,1
3347,46,13-14,42,>50K.,2
3348,47,14-15,42,<=50K,2
3349,47,14-15,42,>50K.,1
3350,46-47,13-14,43,<=50K,3
3351,46-47,13-14,43,>50K.,1
3352,46-47,13-14,44,<=50K,1
3353,46-47,13-14,44,<=50K.,3
3354,46-47,13-14,44,>50K,4
3355,46-47,13-14,44,>50K.,1
3356,48,13,42-43,<=50K,1
3357,48,13,42-43,>50K.,2
3358,48,13-14,44,<=50K,2
3359,48,13-14,44,<=50K.,1
3360,48,13-14,44,>50K,1
3361,49-51,13-14,42,>50K,2
3362,49-51,13-14,42,>50K.,2
3363,49,13-16,45-48,<=50K,9
3364,49,13-16,45-48,<=50K.,4
3365,49,13-16,45-48,>50K,14
3366,49,13-16,45-48,>50K.,4
3367,49,10-12,50,<=50K,9
3368,49,10-12,50,<=50K.,2
3369,49,10-12,50,>50K,10
3370,49,10-12,50,>50K.,2
3371,50-51,10-12,50-52,<=50K,12
3372,50-51,10-12,50-52,<=50K.,5
3373,50-51,10-12,50-52,>50K,17
3374,50-51,10-12,50-52,>50K.,7
3375,46,13,50-53,<=50K,5
3376,46,13,50-53,<=50K.,3
3377,46,13,50-53,>50K,12
3378,46,13,50-53,>50K.,8
3379,46,14-16,50-52,<=50K,2
3380,46,14-16,50-52,>50K,20
3381,46,14-16,50-52,>50K.,9
3382,49,13-16,50-52,<=50K,9
3383,49,13-16,50-52,<=50K.,1
3384,49,13-16,50-52,>50K,22
3385,49,13-16,50-52,>50K.,12
3386,50-51,14-16,50-54,<=50K,4
3387,50-51,14-16,50-54,>50K,33
3388,50-51,14-16,50-54,>50K.,16
3389,46,10-12,55-58,<=50K,5
3390,46,10-12,55-58,<=50K.,3
3391,46,10-12,55-58,>50K,1
3392,46,10-12,55-58,>50K.,1
3393,47,10-12,55-57,<=50K,3
3394,47,10-12,55-57,>50K,4
3395,47,10-12,55-57,>50K.,3
3396,46-47,13,55-57,<=50K,1
3397,46-47,13,55-57,>50K,7
3398,46-47,13,55-57,>50K.,3
3399,48-49,13-16,55-58,<=50K,2
3400,48-49,13-16,55-58,>50K,12
3401,48-49,13-16,55-58,>50K.,7
3402,50-51,13-16,55-56,<=50K,3
3403,50-51,13-16,55-56,<=50K.,2
3404,50-51,13-16,55-56,>50K,12
3405,50-51,13-16,55-56,>50K.,10
3406,48,10-12,60-72,<=50K,5
3407,48,10-12,60-72,<=50K.,7
3408,48,10-12,60-72,>50K,7
3409,48,10-12,60-72,>50K.,4
3410,53,13-14,42-44,<=50K.,1
3411,53,13-14,42-44,>50K,5
3412,52,13-15,45-48,<=50K,1
3413,52,13-15,45-48,<=50K.,2
3414,52,13-15,45-48,>50K,8
3415,52,13-15,45-48,>50K.,4
3416,53,13-15,45-48,<=50K,1
3417,53,13-15,45-48,<=50K.,1
3418,53,13-15,45-48,>50K,7
3419,53,13-15,45-48,>50K.,7
3420,57,13-14,45-48,<=50K,1
3421,57,13-14,45-48,<=50K.,2
3422,57,13-14,45-48,>50K,4
3423,57,13-14,45-48,>50K.,5
3424,64,13-16,40,<=50K,6
3425,64,13-16,40,<=50K.,6
3426,64,13-16,40,>50K,5
3427,64,13-16,40,>50K.,6
3428,17-18,3-4,30,<=50K,2
3429,17-18,3-4,30,<=50K.,1
3430,19-21,3-4,30-32,<=50K,2
3431,19-21,3-4,30-32,<=50K.,1
3432,22-23,3-4,30,<=50K,3
3433,23-25,4,32,<=50K,3
3434,19,4,33-35,<=50K,1
3435,19,4,33-35,<=50K.,2
3436,17-21,4,36-38,<=50K,1
3437,17-21,4,36-38,<=50K.,2
3438,22-23,4,35,<=50K,2
3439,22-23,4,35,<=50K.,1
3440,23-24,4,36-38,<=50K,3
3441,28-30,4,30,<=50K,2
3442,28-30,4,30,<=50K.,1
3443,28-30,4,35-38,<=50K,2
3444,28-30,4,35-38,<=50K.,1
3445,31-33,3-4,30,<=50K,1
3446,31-33,3-4,30,<=50K.,2
3447,34-36,3-4,30-32,<=50K,2
3448,34-36,3-4,30-32,<=50K.,1
3449,33-36,3,35-36,<=50K,3
3450,33-36,3,35-36,<=50K.,1
3451,33-36,4,35,<=50K,4
3452,33-36,4,35,<=50K.,2
3453,23-24,6,30,<=50K,2
3454,23-24,6,30,<=50K.,2
3455,25-27,6,25-30,<=50K,3
3456,25-27,6,25-30,<=50K.,1
3457,22,5-6,35-36,<=50K,3
3458,22,5-6,35-36,<=50K.,1
3459,23-24,5,35-39,<=50K,4
3460,23-24,5,35-39,<=50K.,3
3461,25-27,6,35-38,<=50K,3
3462,25-27,6,35-38,<=50K.,4
3463,28-30,5,30-32,<=50K,1
3464,28-30,5,30-32,<=50K.,2
3465,28-30,5,30-32,>50K.,1
3466,28-29,6,30-32,<=50K,5
3467,28-29,6,30-32,<=50K.,1
3468,32-36,5,30-33,<=50K,3
3469,32-36,5,30-33,<=50K.,2
3470,33-36,6,30-34,<=50K,1
3471,33-36,6,30-34,<=50K.,4
3472,28,5,35,<=50K.,3
3473,30-31,5,35-38,<=50K,2
3474,30-31,5,35-38,<=50K.,1
3475,31-32,6,35-38,<=50K,3
3476,31-32,6,35-38,<=50K.,4
3477,33,6,35-38,<=50K,4
3478,33,6,35-38,<=50K.,1
3479,19,7-8,35-38,<=50K,3
3480,19,7-8,35-38,<=50K.,1
3481,24,7,20-24,<=50K,1
3482,24,7,20-24,<=50K.,2
3483,26-28,7-8,20-25,<=50K,4
3484,26-28,7-8,20-25,<=50K.,1
3485,29-30,7-8,20,<=50K,1
3486,29-30,7-8,20,<=50K.,2
3487,31,7-8,20-25,<=50K,2
3488,31,7-8,20-25,<=50K.,2
3489,33-35,7-8,20,<=50K,3
3490,34-36,7-8,23-25,<=50K,2
3491,34-36,7-8,23-25,<=50K.,3
3492,23,7-8,30,<=50K,3
3493,23,7-8,30,<=50K.,3
3494,23,7-8,35-38,<=50K,7
3495,23,7-8,35-38,<=50K.,1
3496,33-36,7-8,30,<=50K,4
3497,33-36,7-8,30,<=50K.,6
3498,25,9,25-28,<=50K,6
3499,25,9,25-28,<=50K.,3
3500,25,9,25-28,>50K,1
3501,26-27,9,25-28,<=50K,9
3502,26-27,9,25-28,<=50K.,3
3503,30,9,20-24,<=50K,5
3504,30,9,20-24,<=50K.,3
3505,31,9,20-24,<=50K,7
3506,31,9,20-24,<=50K.,1
3507,34,9,25-28,<=50K,4
3508,34,9,25-28,<=50K.,2
3509,24,9,36,<=50K,4
3510,24,9,36,<=50K.,1
3511,26,9,37,<=50K,1
3512,26,9,37,<=50K.,2
3513,27,9,37,<=50K,3
3514,32-33,9,37,<=50K,3
3515,32-33,9,37,<=50K.,3
3516,36,9,38,<=50K,6
3517,36,9,38,<=50K.,3
3518,33,5,44-48,<=50K,2
3519,33,5,44-48,<=50K.,1
3520,33,5,50-70,<=50K,4
3521,33,5,50-70,<=50K.,3
3522,35,6,40-45,<=50K,5
3523,35,6,40-45,<=50K.,3
3524,20-21,10-12,5,<=50K,3
3525,20-21,10,6,<=50K,3
3526,20-21,10,6,<=50K.,1
3527,26-27,10,3-5,<=50K,2
3528,26-27,10,3-5,<=50K.,1
3529,28-29,10,5-7,<=50K,2
3530,28-29,10,5-7,<=50K.,1
3531,30,10,5-6,<=50K.,2
3532,30,10,5-6,>50K,1
3533,30-31,10,8-10,<=50K,4
3534,33-36,10,4-5,<=50K,3
3535,33-36,10,4-5,<=50K.,2
3536,26-27,10,15-18,<=50K,6
3537,26-27,10,15-18,<=50K.,2
3538,28-29,10,15-18,<=50K,5
3539,28-29,10,15-18,<=50K.,2
3540,28-29,10,15-18,>50K.,1
3541,30-32,10,13-15,<=50K,2
3542,30-32,10,13-15,<=50K.,2
3543,30-32,10,16-18,<=50K,4
3544,30-32,10,16-18,<=50K.,1
3545,33-36,10,12,<=50K,2
3546,33-36,10,12,>50K,2
3547,33-36,10,12,>50K.,1
3548,28,10,20,<=50K,2
3549,28,10,20,<=50K.,2
3550,28,10,24,<=50K,4
3551,22,13,7-9,<=50K,4
3552,22,13,7-9,<=50K.,1
3553,23-25,13-15,7-8,<=50K,3
3554,23-25,13-15,7-8,<=50K.,2
3555,24,13-14,13-16,<=50K,6
3556,24,13-14,13-16,<=50K.,3
3557,25,13,13-18,<=50K,6
3558,25,13,13-18,<=50K.,3
3559,27-28,13,2-5,<=50K,3
3560,27-28,13,2-5,<=50K.,1
3561,26-28,13,6-9,<=50K,3
3562,26-28,13,6-9,<=50K.,1
3563,29-31,13-14,1-6,<=50K,2
3564,29-31,13-14,1-6,<=50K.,2
3565,32-36,13,1-7,<=50K,1
3566,32-36,13,1-7,<=50K.,2
3567,32-36,13,1-7,>50K,1
3568,32-36,13,1-7,>50K.,1
3569,30,13-16,15,<=50K,3
3570,30,13-16,15,>50K,1
3571,30,13-14,16-18,<=50K,2
3572,30,13-14,16-18,<=50K.,2
3573,30,13-14,16-18,>50K,1
3574,33,13-14,15-19,<=50K,3
3575,33,13-14,15-19,<=50K.,2
3576,27,13,20-24,<=50K,4
3577,27,13,20-24,>50K,1
3578,27,14-16,20,<=50K,2
3579,27,14-16,20,<=50K.,3
3580,27,14-16,20,>50K.,1
3581,29,13,20-24,<=50K,2
3582,29,13,20-24,<=50K.,1
3583,29,14,20,<=50K,3
3584,34,13-16,20-24,<=50K,3
3585,34,13-16,20-24,<=50K.,3
3586,34,13-16,20-24,>50K.,1
3587,23,11,30,<=50K,3
3588,23,11,30,<=50K.,1
3589,23,12,30,<=50K,2
3590,23,12,30,<=50K.,2
3591,27-28,10,36-37,<=50K,1
3592,27-28,10,36-37,<=50K.,4
3593,35,10-11,30-32,<=50K,6
3594,35,10-11,30-32,<=50K.,3
3595,36,10,30-33,<=50K,4
3596,36,10,30-33,<=50K.,2
3597,36,10,30-33,>50K.,3
3598,31,10,38-39,<=50K,4
3599,31,10,38-39,<=50K.,1
3600,31,10,38-39,>50K,1
3601,30-31,11,38,<=50K,4
3602,30-31,11,38,<=50K.,1
3603,30-31,11,38,>50K.,1
3604,32,10,36-37,<=50K,3
3605,33,10-11,36-37,<=50K,3
3606,36,10,35,<=50K,5
3607,36,10,35,<=50K.,1
3608,36,10,35,>50K,1
3609,34,10,38,<=50K,5
3610,34,10,38,>50K,1
3611,26,12,30-32,<=50K,2
3612,26,12,30-32,<=50K.,1
